Mutated class;Mutation type;Mutated method;Is mutant still alive ?
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;conditionCH1;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;conditionCH1;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;conditionCH1;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;conditionCH1;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;conditionCH1;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;conditionCH1;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;conditionCH1;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;conditionCH1;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;conditionCH1;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;conditionCH1;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;conditionCH1;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;conditionL0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;conditionL0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;conditionL0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;conditionL0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;conditionL0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;conditionL0;TRUE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;conditionL0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;conditionL0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;conditionL0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;conditionM0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;conditionM0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;conditionM0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;conditionM0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;conditionM0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;conditionM0;TRUE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;conditionM0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;isSilentStart;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;cleanInput;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;contains;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;contains;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;contains;FALSE
org.apache.commons.codec.language.Soundex;ifneq is replaced by ifeq;encode;FALSE
org.apache.commons.codec.language.Soundex;- is replaced by +;map;FALSE
org.apache.commons.codec.language.Soundex;ifneq is replaced by ifeq;soundex;FALSE
org.apache.commons.codec.language.Soundex;ifeq is replaced by ifneq;soundex;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex$1;- is replaced by +;compare;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;ifneq is replaced by ifeq;encode;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;ifneq is replaced by ifeq;encode;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;ifneq is replaced by ifeq;encode;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;- is replaced by +;getFirst3Last3;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;ifneq is replaced by ifeq;isEncodeEquals;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;ifeq is replaced by ifneq;isEncodeEquals;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;ifneq is replaced by ifeq;isEncodeEquals;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;ifeq is replaced by ifneq;isEncodeEquals;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;ifeq is replaced by ifneq;isEncodeEquals;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;- is replaced by +;isEncodeEquals;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;+ is replaced by -;isEncodeEquals;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;ifneq is replaced by ifeq;isVowel;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;ifneq is replaced by ifeq;isVowel;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;ifneq is replaced by ifeq;isVowel;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;ifneq is replaced by ifeq;isVowel;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;ifeq is replaced by ifneq;isVowel;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;- is replaced by +;leftToRightThenRightToLeftProcessing;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;- is replaced by +;leftToRightThenRightToLeftProcessing;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;+ is replaced by -;leftToRightThenRightToLeftProcessing;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;- is replaced by +;leftToRightThenRightToLeftProcessing;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;- is replaced by +;leftToRightThenRightToLeftProcessing;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;+ is replaced by -;leftToRightThenRightToLeftProcessing;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;+ is replaced by -;leftToRightThenRightToLeftProcessing;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;- is replaced by +;leftToRightThenRightToLeftProcessing;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;- is replaced by +;leftToRightThenRightToLeftProcessing;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;+ is replaced by -;leftToRightThenRightToLeftProcessing;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;ifeq is replaced by ifneq;leftToRightThenRightToLeftProcessing;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;ifeq is replaced by ifneq;leftToRightThenRightToLeftProcessing;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;- is replaced by +;leftToRightThenRightToLeftProcessing;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;- is replaced by +;leftToRightThenRightToLeftProcessing;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;- is replaced by +;leftToRightThenRightToLeftProcessing;TRUE
org.apache.commons.codec.language.MatchRatingApproachEncoder;- is replaced by +;leftToRightThenRightToLeftProcessing;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;ifeq is replaced by ifneq;removeDoubleConsonants;FALSE
org.apache.commons.codec.language.MatchRatingApproachEncoder;ifeq is replaced by ifneq;removeVowels;FALSE
org.apache.commons.codec.language.ColognePhonetic$CologneInputBuffer;+ is replaced by -;addLeft;FALSE
org.apache.commons.codec.language.ColognePhonetic$CologneInputBuffer;- is replaced by +;copyData;TRUE
org.apache.commons.codec.language.ColognePhonetic$CologneInputBuffer;+ is replaced by -;copyData;TRUE
org.apache.commons.codec.language.ColognePhonetic$CologneInputBuffer;- is replaced by +;getNextPos;FALSE
org.apache.commons.codec.language.ColognePhonetic$CologneInputBuffer;- is replaced by +;removeNext;FALSE
org.apache.commons.codec.language.Metaphone;ifneq is replaced by ifeq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;- is replaced by +;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;- is replaced by +;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;- is replaced by +;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;- is replaced by +;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifneq is replaced by ifeq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifneq is replaced by ifeq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;+ is replaced by -;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifneq is replaced by ifeq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;+ is replaced by -;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifneq is replaced by ifeq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;+ is replaced by -;metaphone;TRUE
org.apache.commons.codec.language.Metaphone;ifneq is replaced by ifeq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;+ is replaced by -;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;+ is replaced by -;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;+ is replaced by -;metaphone;TRUE
org.apache.commons.codec.language.Metaphone;ifneq is replaced by ifeq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;+ is replaced by -;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifneq is replaced by ifeq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifneq is replaced by ifeq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifneq is replaced by ifeq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;+ is replaced by -;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifneq is replaced by ifeq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;- is replaced by +;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;+ is replaced by -;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifneq is replaced by ifeq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifneq is replaced by ifeq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifneq is replaced by ifeq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifneq is replaced by ifeq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifneq is replaced by ifeq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;+ is replaced by -;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;ifeq is replaced by ifneq;metaphone;FALSE
org.apache.commons.codec.language.Metaphone;- is replaced by +;isPreviousChar;FALSE
org.apache.commons.codec.language.Metaphone;- is replaced by +;isNextChar;FALSE
org.apache.commons.codec.language.Metaphone;+ is replaced by -;isNextChar;FALSE
org.apache.commons.codec.language.Metaphone;+ is replaced by -;regionMatch;FALSE
org.apache.commons.codec.language.Metaphone;- is replaced by +;regionMatch;FALSE
org.apache.commons.codec.language.Metaphone;+ is replaced by -;regionMatch;FALSE
org.apache.commons.codec.language.Metaphone;+ is replaced by -;isLastChar;FALSE
org.apache.commons.codec.language.Metaphone;ifneq is replaced by ifeq;encode;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex$Rule;ifeq is replaced by ifneq;getReplacements;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex$Rule;ifeq is replaced by ifneq;getReplacements;FALSE
org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult;- is replaced by +;appendPrimary;FALSE
org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult;- is replaced by +;appendAlternate;FALSE
org.apache.commons.codec.language.Caverphone1;ifneq is replaced by ifeq;encode;FALSE
org.apache.commons.codec.language.RefinedSoundex;ifneq is replaced by ifeq;encode;FALSE
org.apache.commons.codec.language.RefinedSoundex;ifneq is replaced by ifeq;getMappingCode;FALSE
org.apache.commons.codec.language.RefinedSoundex;- is replaced by +;getMappingCode;FALSE
org.apache.commons.codec.language.RefinedSoundex;ifneq is replaced by ifeq;soundex;FALSE
org.apache.commons.codec.language.RefinedSoundex;ifeq is replaced by ifneq;soundex;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;parseRules;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;parseRules;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;parseRules;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;parseRules;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifneq is replaced by ifeq;parseRules;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;parseRules;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;stripQuotes;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;stripQuotes;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;- is replaced by +;stripQuotes;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;cleanup;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;cleanup;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;cleanup;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifneq is replaced by ifeq;encode;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;soundex;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;soundex;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;soundex;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;soundex;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;soundex;TRUE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifneq is replaced by ifeq;soundex;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;soundex;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;soundex;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;soundex;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;soundex;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;soundex;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;- is replaced by +;soundex;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex;ifeq is replaced by ifneq;soundex;FALSE
org.apache.commons.codec.language.Nysiis;ifeq is replaced by ifneq;transcodeRemaining;FALSE
org.apache.commons.codec.language.Nysiis;ifeq is replaced by ifneq;transcodeRemaining;FALSE
org.apache.commons.codec.language.Nysiis;ifneq is replaced by ifeq;transcodeRemaining;FALSE
org.apache.commons.codec.language.Nysiis;ifeq is replaced by ifneq;transcodeRemaining;FALSE
org.apache.commons.codec.language.Nysiis;ifneq is replaced by ifeq;encode;FALSE
org.apache.commons.codec.language.Nysiis;ifneq is replaced by ifeq;nysiis;FALSE
org.apache.commons.codec.language.Nysiis;- is replaced by +;nysiis;FALSE
org.apache.commons.codec.language.Nysiis;+ is replaced by -;nysiis;FALSE
org.apache.commons.codec.language.Nysiis;- is replaced by +;nysiis;FALSE
org.apache.commons.codec.language.Nysiis;+ is replaced by -;nysiis;FALSE
org.apache.commons.codec.language.Nysiis;- is replaced by +;nysiis;FALSE
org.apache.commons.codec.language.Nysiis;- is replaced by +;nysiis;FALSE
org.apache.commons.codec.language.Nysiis;- is replaced by +;nysiis;FALSE
org.apache.commons.codec.language.Nysiis;- is replaced by +;nysiis;FALSE
org.apache.commons.codec.language.Nysiis;- is replaced by +;nysiis;FALSE
org.apache.commons.codec.language.Nysiis;- is replaced by +;nysiis;FALSE
org.apache.commons.codec.language.Nysiis;- is replaced by +;nysiis;FALSE
org.apache.commons.codec.language.Nysiis;- is replaced by +;nysiis;FALSE
org.apache.commons.codec.language.Nysiis;ifeq is replaced by ifneq;nysiis;FALSE
org.apache.commons.codec.language.AbstractCaverphone;ifneq is replaced by ifeq;encode;FALSE
org.apache.commons.codec.language.bm.Languages$LanguageSet;ifeq is replaced by ifneq;from;FALSE
org.apache.commons.codec.language.bm.BeiderMorseEncoder;ifneq is replaced by ifeq;encode;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine$PhonemeBuilder;ifeq is replaced by ifneq;append;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine$PhonemeBuilder;ifeq is replaced by ifneq;apply;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine$PhonemeBuilder;ifeq is replaced by ifneq;apply;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine$PhonemeBuilder;ifneq is replaced by ifeq;apply;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine$PhonemeBuilder;ifeq is replaced by ifneq;makeString;FALSE
org.apache.commons.codec.language.bm.Rule$3;ifneq is replaced by ifeq;isMatch;FALSE
org.apache.commons.codec.language.bm.Rule$9;- is replaced by +;isMatch;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine;ifeq is replaced by ifneq;join;TRUE
org.apache.commons.codec.language.bm.PhoneticEngine;ifeq is replaced by ifneq;join;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine;ifeq is replaced by ifneq;applyFinalRules;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine;ifeq is replaced by ifneq;applyFinalRules;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine;ifneq is replaced by ifeq;applyFinalRules;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine;+ is replaced by -;applyFinalRules;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine;ifeq is replaced by ifneq;applyFinalRules;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine;ifeq is replaced by ifneq;applyFinalRules;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine;ifeq is replaced by ifneq;encode;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine;ifeq is replaced by ifneq;encode;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine;+ is replaced by -;encode;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine;ifeq is replaced by ifneq;encode;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine;- is replaced by +;encode;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine;ifeq is replaced by ifneq;encode;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine;ifeq is replaced by ifneq;encode;TRUE
org.apache.commons.codec.language.bm.PhoneticEngine$RulesApplication;+ is replaced by -;invoke;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine$RulesApplication;ifeq is replaced by ifneq;invoke;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine$RulesApplication;ifeq is replaced by ifneq;invoke;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine$RulesApplication;ifneq is replaced by ifeq;invoke;FALSE
org.apache.commons.codec.language.bm.PhoneticEngine$RulesApplication;+ is replaced by -;invoke;FALSE
org.apache.commons.codec.language.bm.Lang;ifeq is replaced by ifneq;loadFromResource;FALSE
org.apache.commons.codec.language.bm.Lang;ifeq is replaced by ifneq;loadFromResource;FALSE
org.apache.commons.codec.language.bm.Lang;ifeq is replaced by ifneq;loadFromResource;FALSE
org.apache.commons.codec.language.bm.Lang;ifeq is replaced by ifneq;loadFromResource;FALSE
org.apache.commons.codec.language.bm.Lang;ifneq is replaced by ifeq;loadFromResource;FALSE
org.apache.commons.codec.language.bm.Lang;ifeq is replaced by ifneq;guessLanguage;TRUE
org.apache.commons.codec.language.bm.Lang;ifeq is replaced by ifneq;guessLanguages;FALSE
org.apache.commons.codec.language.bm.Lang;ifeq is replaced by ifneq;guessLanguages;FALSE
org.apache.commons.codec.language.bm.Lang;ifeq is replaced by ifneq;guessLanguages;FALSE
org.apache.commons.codec.language.bm.Lang;ifeq is replaced by ifneq;guessLanguages;FALSE
org.apache.commons.codec.language.bm.Rule;- is replaced by +;endsWith;FALSE
org.apache.commons.codec.language.bm.Rule;- is replaced by +;endsWith;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;getInstance;TRUE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;getInstanceMap;FALSE
org.apache.commons.codec.language.bm.Rule;ifneq is replaced by ifeq;parsePhoneme;FALSE
org.apache.commons.codec.language.bm.Rule;+ is replaced by -;parsePhoneme;FALSE
org.apache.commons.codec.language.bm.Rule;- is replaced by +;parsePhoneme;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;parsePhonemeExpr;FALSE
org.apache.commons.codec.language.bm.Rule;ifneq is replaced by ifeq;parsePhonemeExpr;FALSE
org.apache.commons.codec.language.bm.Rule;- is replaced by +;parsePhonemeExpr;FALSE
org.apache.commons.codec.language.bm.Rule;ifneq is replaced by ifeq;parsePhonemeExpr;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;parsePhonemeExpr;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;parseRules;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;parseRules;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;parseRules;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;parseRules;FALSE
org.apache.commons.codec.language.bm.Rule;ifneq is replaced by ifeq;parseRules;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;parseRules;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;parseRules;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;pattern;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;pattern;FALSE
org.apache.commons.codec.language.bm.Rule;- is replaced by +;pattern;FALSE
org.apache.commons.codec.language.bm.Rule;ifneq is replaced by ifeq;pattern;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;pattern;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;pattern;FALSE
org.apache.commons.codec.language.bm.Rule;ifneq is replaced by ifeq;pattern;TRUE
org.apache.commons.codec.language.bm.Rule;ifneq is replaced by ifeq;pattern;TRUE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;pattern;TRUE
org.apache.commons.codec.language.bm.Rule;ifneq is replaced by ifeq;pattern;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;pattern;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;pattern;TRUE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;pattern;TRUE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;pattern;FALSE
org.apache.commons.codec.language.bm.Rule;- is replaced by +;pattern;FALSE
org.apache.commons.codec.language.bm.Rule;ifneq is replaced by ifeq;pattern;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;pattern;FALSE
org.apache.commons.codec.language.bm.Rule;ifneq is replaced by ifeq;pattern;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;pattern;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;pattern;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;pattern;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;pattern;TRUE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;stripQuotes;FALSE
org.apache.commons.codec.language.bm.Rule;ifeq is replaced by ifneq;stripQuotes;FALSE
org.apache.commons.codec.language.bm.Rule;- is replaced by +;stripQuotes;FALSE
org.apache.commons.codec.language.bm.Rule;+ is replaced by -;patternAndContextMatches;FALSE
org.apache.commons.codec.language.bm.Rule;ifneq is replaced by ifeq;patternAndContextMatches;FALSE
org.apache.commons.codec.language.bm.Rule;ifneq is replaced by ifeq;patternAndContextMatches;FALSE
org.apache.commons.codec.language.bm.Languages;ifeq is replaced by ifneq;getInstance;FALSE
org.apache.commons.codec.language.bm.Languages;ifeq is replaced by ifneq;getInstance;FALSE
org.apache.commons.codec.language.bm.Languages;ifeq is replaced by ifneq;getInstance;FALSE
org.apache.commons.codec.language.bm.Languages;ifeq is replaced by ifneq;getInstance;FALSE
org.apache.commons.codec.language.bm.Languages$SomeLanguages;ifeq is replaced by ifneq;restrictTo;FALSE
org.apache.commons.codec.language.bm.Languages$SomeLanguages;ifeq is replaced by ifneq;restrictTo;FALSE
org.apache.commons.codec.language.bm.Languages$SomeLanguages;ifeq is replaced by ifneq;merge;FALSE
org.apache.commons.codec.language.bm.Rule$Phoneme$1;- is replaced by +;compare;FALSE
org.apache.commons.codec.language.bm.Rule$Phoneme$1;ifeq is replaced by ifneq;compare;FALSE
org.apache.commons.codec.language.Caverphone2;ifneq is replaced by ifeq;encode;FALSE
org.apache.commons.codec.language.Caverphone;ifneq is replaced by ifeq;encode;TRUE
org.apache.commons.codec.language.DaitchMokotoffSoundex$Branch;ifneq is replaced by ifeq;equals;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex$Branch;ifeq is replaced by ifneq;processNextReplacement;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex$Branch;ifeq is replaced by ifneq;processNextReplacement;FALSE
org.apache.commons.codec.language.DaitchMokotoffSoundex$Branch;ifeq is replaced by ifneq;processNextReplacement;FALSE
org.apache.commons.codec.language.ColognePhonetic;* is replaced by /;colognePhonetic;FALSE
org.apache.commons.codec.language.ColognePhonetic;ifeq is replaced by ifneq;colognePhonetic;FALSE
org.apache.commons.codec.language.ColognePhonetic;ifneq is replaced by ifeq;colognePhonetic;FALSE
org.apache.commons.codec.language.ColognePhonetic;ifeq is replaced by ifneq;colognePhonetic;FALSE
org.apache.commons.codec.language.ColognePhonetic;ifeq is replaced by ifneq;colognePhonetic;FALSE
org.apache.commons.codec.language.ColognePhonetic;ifneq is replaced by ifeq;colognePhonetic;FALSE
org.apache.commons.codec.language.ColognePhonetic;ifeq is replaced by ifneq;colognePhonetic;FALSE
