Mutated class;Mutation type;Mutated method;Is mutant still alive ?
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleC;TRUE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleCC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleCC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleCC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleCC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleCC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleCC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleCC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleCH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleCH;TRUE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleCH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleCH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleCH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleCH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleCH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleCH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleD;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleD;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleD;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleD;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleG;TRUE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleG;TRUE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleG;TRUE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleG;TRUE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleG;TRUE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleG;TRUE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleG;TRUE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleG;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleGH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleGH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleGH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleGH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleGH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleGH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleGH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleGH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleGH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleGH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleGH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleGH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleGH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleGH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleH;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleJ;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleJ;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleJ;TRUE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleJ;TRUE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleJ;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleJ;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleJ;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleJ;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleJ;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleJ;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleJ;TRUE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleJ;TRUE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleJ;TRUE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleJ;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleJ;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleJ;TRUE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleJ;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleJ;TRUE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleL;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleL;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleP;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleP;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleP;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleP;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleP;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleR;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleR;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleR;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleR;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleR;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleR;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleR;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleR;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleR;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleS;TRUE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleS;TRUE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleS;TRUE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleS;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleSC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleSC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleSC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleSC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleSC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleSC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleSC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleSC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleSC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleSC;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleT;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleT;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleT;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleT;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleT;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleT;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleT;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleT;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleT;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleT;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleT;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleT;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleW;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleW;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleW;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleW;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleW;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleW;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleW;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleW;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleW;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleW;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleW;TRUE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleW;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleW;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleW;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleX;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleX;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleX;TRUE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleX;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleX;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleX;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleX;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleX;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleX;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleX;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleZ;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleZ;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;handleZ;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;handleZ;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;handleZ;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleZ;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleZ;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;handleZ;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;conditionC0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;conditionC0;TRUE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;conditionC0;TRUE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;conditionC0;TRUE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;conditionC0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;conditionC0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;- is replaced by +;conditionC0;TRUE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;conditionC0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;conditionCH0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;conditionCH0;TRUE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;conditionCH0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;+ is replaced by -;conditionCH0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;conditionCH0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifeq is replaced by ifneq;conditionCH0;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;conditionCH1;FALSE
org.apache.commons.codec.language.DoubleMetaphone;ifneq is replaced by ifeq;conditionCH1;FALSE
